time_s,original_id,point_row,u_px,v_px,normal_u,normal_v,normal_residual_px
65.075179,137,129,416.067645006732,241.729661684293,-0.999721282317218,-0.0236084239630024,0.376889632473884
65.125179,137,129,415.957139318378,241.885254015798,-0.999721282317218,-0.0236084239630024,0.296503481404018
65.275179,137,129,415.5152221804,241.570568808497,-0.998508966488092,0.0545879459485555,0.179961039411228
65.325179,137,129,415.2399264017,241.511196256099,0.999998179943849,-0.00190790696538833,-0.262082906112286
65.375179,137,129,415.173253543527,241.531678792012,0.999753917096543,0.0221834454068681,-0.13524194614282
65.525179,137,129,414.775928988171,241.983310638456,-0.999448519323851,0.0332062828597402,-0.0321306030939507
65.575179,137,129,414.352011633301,241.712023181019,-0.999604890380726,0.0281080616004926,0.184753130792363
65.625179,137,129,414.153090089281,241.485678781684,-0.999480134595747,0.0322406660673519,0.180131493073727
65.675179,137,129,414.172898181045,241.991149083086,-0.999998974583145,0.00143207285380451,-0.0412662017795134
65.775179,137,129,414.083123691966,241.646700581461,-0.998866174210349,-0.0476063653136873,-0.369148941535541
65.825179,137,129,413.588468763226,241.609645244032,-0.999914146594683,-0.0131034132891714,-0.0660839834420405
65.875179,137,129,413.14237616992,241.602242709893,-0.999970826384721,0.00763848017992642,0.182746290576445
63.275179,138,130,295.779284201139,193.167098752959,0.969798354351441,-0.243908080836281,-0.0941274780932705
63.325179,138,130,295.686997795736,192.674533506497,0.996808914307754,-0.0798247352428881,-0.142764411403518
63.375179,138,130,295.773614933265,192.423127791708,0.985430920215262,-0.170076163772885,-0.193645450992278
63.425179,138,130,296.140833503523,191.87454890449,0.981922468909925,-0.189283557262215,0.122279035193721
63.475179,138,130,296.452966260165,192.246049988051,0.998504344220726,-0.0546724297277654,0.215925933206636
63.525179,138,130,296.619326366108,192.551025419263,0.998904844183649,-0.0467879500132321,0.218035855492834
63.575179,138,130,296.789668084382,192.61677753772,0.999743182209439,-0.0226620746125595,0.243547723404363
63.625179,138,130,296.831233173252,192.814375549102,0.998436501386072,-0.0558976985209638,0.106252174923528
63.675179,138,130,296.860007104417,193.151050224788,0.8426079965245,-0.538527403381637,-0.515257195270383
63.725179,138,130,297.127606279494,192.948952667001,0.998436501386072,-0.0558976985209638,0.0819755589144029
63.775179,138,130,297.302155093117,192.863545643935,0.99780083144732,-0.0662834878611266,0.0943632403603668
63.825179,138,130,297.538097341475,192.781596332333,0.99953777668727,-0.0304012002241734,0.198505347746855
63.875179,138,130,297.641072866353,192.51020149261,0.998867715459405,-0.0475740161528152,0.140234476523323
63.925179,138,130,297.680799705909,192.642857681054,0.997096386455722,-0.0761498267689557,-0.00675373764592849
63.975179,138,130,297.657616805576,192.216629549242,0.999784309720014,0.0207685829481884,-0.149365000478377
64.025179,138,130,297.733601013835,192.186672350524,0.999954252694336,0.00956517216324549,-0.2423571624851
