time_s,tx_model,ty_model,tz_model,tx_m,ty_m,tz_m,R11,R21,R31,R12,R22,R32,R13,R23,R33,angle_rad,rate_deg_s
64,0.109170384114501,0.0259545126438762,0.999997624909565,0.209331288828811,0.0497670831401297,1.91746867381649,0.915023388768481,-0.0281053991332611,0.402420531964022,0.0586062063894908,0.996248052712931,-0.0636799029390402,-0.399120922251989,0.0818529413353806,0.913237420069649,0.422041901344308,6.04524814531372
64.05,0.109170419319454,0.0259550207849566,0.999997600253989,0.209331356333366,0.0497680574870475,1.91746862654008,0.912918339446878,-0.0282363851277746,0.407164355090755,0.0594927615069966,0.996155109090246,-0.0643087082880023,-0.403783007108801,0.0829319310538211,0.911088128548418,0.427317368131843,6.04523142349307
64.1,0.109170443601258,0.0259555220242674,0.999997578102377,0.209331402893075,0.0497690186000067,1.91746858406496,0.910788767222916,-0.0283617479476523,0.411897357061094,0.0603824954991293,0.996061082715076,-0.0649328402102311,-0.408433318594184,0.0840114917962037,0.908913798722584,0.432592820582806,6.04521534127133
64.15,0.109170457263494,0.0259560162347588,0.999997558385952,0.209331429090046,0.0497699662353928,1.91746854625924,0.90863473131486,-0.028481484163256,0.416619406783013,0.0612753836809323,0.995965976202068,-0.0655522814447812,-0.413071727915536,0.0850915936372064,0.906714491055015,0.437868259301571,6.04519995161153
64.2,0.109170460609743,0.0259565032893808,0.999997541035936,0.209331435506389,0.0497709001495911,1.91746851299105,0.90645629160982,-0.0285955904990029,0.421330373465984,0.0621714012814355,0.9958697921954,-0.0661670148593263,-0.417698106607721,0.0861722066370876,0.904490266691477,0.44314368489251,6.04518525451363
64.25,0.109170453943587,0.0259569830610836,0.999997525983554,0.209331422724214,0.0497718200989868,1.91746848412851,0.904253508662128,-0.0287040638334513,0.426030126624486,0.0630705234443224,0.995772533368708,-0.0667770234506168,-0.422312326536522,0.0872533008424907,0.902241187458985,0.448419097959998,6.04517124997751
64.3,0.109170437568608,0.0259574554228174,0.999997513160027,0.20933139132563,0.0497727258399653,1.91746845953974,0.902026443691707,-0.0288069011993815,0.43071853608149,0.0639727252285965,0.995674202425019,-0.0673822903449322,-0.426914259902055,0.0883348462872457,0.899967315864132,0.45369449910841,6.04515793800329
64.35,0.109170411788388,0.0259579202475323,0.999997502496579,0.209331341892748,0.0497736171289119,1.91746843909286,0.899775158582418,-0.0289040997838724,0.43539547197194,0.0648779816092514,0.995574802096672,-0.0679827987985318,-0.431503779242192,0.0894168129931724,0.897668715091403,0.458969888942121,6.04514531859096
64.4,0.109170376906508,0.0259583774081785,0.999997493924432,0.209331275007676,0.0497744937222119,1.917468422656,0.897499715880394,-0.0289956569283744,0.440060804746235,0.0657862674779425,0.995474335145249,-0.0685785321981007,-0.436080757435974,0.0904991709708843,0.895345449001473,0.464245268065505,6.04513339174048
64.45,0.109170333226549,0.0259588267777061,0.999997487374809,0.209331191252525,0.0497753553762505,1.91746841009727,0.895200178792352,-0.0290815701287787,0.444714405173686,0.0666975576436605,0.995372804361496,-0.069169474061193,-0.440645067707005,0.091581890220591,0.892997582129489,0.469520637082935,6.04512215745187
64.5,0.109170281052094,0.0259592682290653,0.999997482778933,0.209331091209404,0.0497762018474132,1.91746840128481,0.892876611183891,-0.0291618370354819,0.449356144345982,0.0676118268334086,0.995270212565253,-0.0697556080366721,-0.445196583626852,0.0926649407329043,0.89062517968332,0.474795996598785,6.04511161572513
