original_id,x_model,y_model,z_model,x_m,y_m,z_m,observation_count
121,0.139098651106168,-0.0271354275575118,-0.0345448980825646,0.266717939545434,-0.0520314558715586,-0.0662389172369196,30
122,-0.0270882265867835,-0.0122924401922905,-0.0589827713034462,-0.0519409492738521,-0.0235704249753707,-0.113097884886945,31
123,0.233073024282253,0.0678215557714333,-0.0427132210801739,0.446911284227605,0.130046017472273,-0.0819014579024007,63
124,0.279154007638462,0.0368005031677317,-0.0874844076388637,0.535270336132535,0.070563979600643,-0.167749009513981,38
125,0.186821822861894,0.0516905494200458,-0.02795500935162,0.358225843741749,0.0991152446529704,-0.0536029820199081,32
126,-0.12739284802969,0.0764656549399586,0.0172908277153121,-0.244272375534178,0.146620846208001,0.0331546992338779,49
127,0.179933435342275,-0.0242155882835482,-0.045117347372463,0.345017545088868,-0.0464327422337031,-0.0865113057045691,36
128,-0.145553017647471,0.0625088039121749,-0.0134788435450278,-0.279094014592007,0.119858958015198,-0.0258453216418405,41
129,0.276741137965022,0.0234985010440815,-0.0910546528588802,0.530643723131087,0.0450577466498934,-0.174594859140718,26
130,0.280608645171701,0.0507828441031232,-0.084737118428665,0.538059564658949,0.0973747440088682,-0.162481156003882,27
131,0.163529913982215,-0.0345567788033542,-0.0368337122711662,0.313564232036209,-0.0662616982009629,-0.0706276571674041,34
132,0.160800934510654,-0.00975408827105666,-0.0356649070408065,0.308331486959762,-0.0187032031231908,-0.068386504429456,31
133,-0.134250142412754,-0.000907163052099009,-0.0973911120012394,-0.257421053930141,-0.00173946086582047,-0.186744849906436,55
134,0.14275895726515,-0.0115866346730863,-0.0283425047699175,0.273736478611524,-0.0222170617881298,-0.0543459941104619,33
135,0.142803969153934,-0.000211794903854572,-0.0268366555007871,0.273822787703208,-0.000406111057965605,-0.0514585684515178,26
136,0.142535265746485,0.0126230499201423,-0.0251532255501763,0.273307556113155,0.0242043602774392,-0.0482306365900272,33
137,0.145154662580962,0.0253343707083378,-0.0205290037470109,0.278330179416743,0.0485779775811817,-0.0393638150821754,25
138,-0.148651416532846,-0.0892596470236836,-0.0252661187228368,-0.285035111504346,-0.171152983507644,-0.0484471062262265,25
139,0.166771235016848,0.00128149833066208,-0.0282379433441749,0.319779378343437,0.00245723874075689,-0.0541455003759203,30
140,-0.0282356324020961,0.0224580505847486,-0.0560104367113634,-0.0541410692063526,0.0430627107490739,-0.107398512882001,34
141,0.125815712634607,-0.00855747592610802,-0.0185405828097511,0.241248260637192,-0.0164087309874709,-0.0355510711690073,29
142,0.167863080160314,0.0395245000573872,-0.0218406793159256,0.321872962175142,0.0757871707096821,-0.0418789178693763,29
143,0.131310061037443,0.0462589689019422,-0.0042020907111689,0.251783526604873,0.0887003344238411,-0.00805739644024682,24
144,0.170791812658011,0.0511372415790464,-0.017246184016847,0.327488728331417,0.0980542916810177,-0.0330690961372727,25
145,-0.0389592733374804,0.0688496280853579,-0.0275341857467579,-0.0747033636065169,0.13201731861066,-0.0527960640238793,30
146,0.162222325099451,-0.0235904226601308,-0.036569295020997,0.311056965360295,-0.0452340038877414,-0.0701206441691862,29
147,0.166439857067104,0.02620231395411,-0.0251265331027965,0.319143969996455,0.0502422355183636,-0.048179454536787,27
148,0.104411386456296,-0.00503786521268023,-0.0137240714303209,0.20020603822714,-0.0096599716715305,-0.0263155395466465,24
149,0.0996424173581499,-0.0303874353039236,-0.022531610715751,0.19106166765634,-0.0582670936625155,-0.0432037603309184,22
150,-0.141056956084551,-0.0679648713068655,-0.0236974154556979,-0.27047293691372,-0.130320821174619,-0.0454391597088289,35
151,-0.148276792281931,-0.00156417008196413,-0.00272356687422902,-0.28431677953266,-0.00299925425618728,-0.00522236656597132,22
152,0.126042911741446,0.0228473296327563,-0.0138079700189063,0.24168390884198,0.0438091429018457,-0.026476412844125,23
153,0.17966113036993,-0.0343167948454531,-0.0468799467321155,0.344495407594548,-0.0658015353865407,-0.089891042788373,25
154,-0.141828341220423,0.0144199884427178,-0.0136727248180025,-0.271952047260223,0.0276499417868195,-0.026217083792178,35
155,0.234818557356043,0.000510386391227846,-0.0524411819367498,0.450258297165167,0.000978652241109217,-0.100554562407808,42
156,0.104814345802287,0.0107997079545065,-0.0108423888653854,0.200978701985046,0.0207081508728639,-0.0207899903768205,22
157,0.106316442051356,0.0220132341601098,-0.00755843753167871,0.203858931328498,0.0422097871634593,-0.0144931016124197,20
158,-0.138860961144755,0.105089461152364,0.00464878320868952,-0.266262175407861,0.201506228303428,0.00891391734538608,26
159,-0.137714601359737,0.0939918265527058,0.00464556228578714,-0.264064061210448,0.180226811064581,0.00890774131195135,25
160,-0.0277251542038172,-0.0467458720137988,-0.0637570223252632,-0.0531622409276809,-0.0896339581054506,-0.122252383404977,21
161,-0.0114538994608,0.00132853581001771,-0.0525738452847561,-0.0219625455721595,0.00254743184813339,-0.100808940825946,29
162,-0.121796162417735,0.0282256181650636,-0.0284104068546296,-0.233540880707784,0.0541218671749441,-0.0544761945400221,31
163,-0.0490166216506549,0.0351667657786352,-0.0067339809043394,-0.0939880597415874,0.0674313318954861,-0.0129122281018587,20
164,-0.0466245643219114,0.0438725822949992,-0.0239236982243514,-0.0894013538539073,0.0841245019933968,-0.0458730508596773,38
165,-0.141924282496099,0.0460437516898655,-0.00861425710278497,-0.272136012087791,0.0882876611814817,-0.0165176073736026,26
166,-0.135498405676418,0.00375811754850452,-0.0850799776293557,-0.259814565319699,0.00720608978689235,-0.163138579342177,37
167,-0.143497157500211,-0.0557873751239137,-0.0257734779157909,-0.275151957799149,-0.106970798259873,-0.0494199538956899,31
168,-0.141639328965914,0.00256133618754451,-0.0142227385583314,-0.27158962132244,0.00491129356749552,-0.0272717204142847,25
169,-0.139578530845311,0.0266290705265415,-0.00749468970349282,-0.267638096097895,0.0510605298208693,-0.0143708668585309,29
170,-0.0225016690482139,0.0413613710604538,-0.0447284584200458,-0.0431463479850146,0.0793093216813313,-0.0857656215496484,31
171,0.104712012006577,0.035716090393362,-0.00722073605383075,0.200782479671455,0.0684846471376999,-0.013845568069594,20
172,-0.112678349247739,0.00334580369820185,-0.107321782856491,-0.216057718056513,0.006415489017408,-0.20578664540735,24
173,-0.0584220363207613,0.0222179516633179,-0.042877606230791,-0.11202269056965,0.0426023274951616,-0.082216662027788,27
174,-0.151681209911346,-0.0583051927182041,-0.0187033876067048,-0.290844659193957,-0.111798646089884,-0.0358632450085542,21
175,-0.0982561309353778,-0.0111306663957019,-0.0922167510842771,-0.18840350055435,-0.0213427548234331,-0.176823151376209,24
